id,title,description,creationDate,startDate,dueDate,completedDate,estimationTime,status,priority,progress,itemtags,assignedUserIds,projectId,totalTimeSpent
4512,Apply security patch,Update libraries for vulnerability,2025-05-11,2025-05-15,2025-05-24,,382,TO_DO,HIGH,0.0,security,"user21, user50",66,0
4513,Fix login bug,Resolve null pointer in login logic,2024-12-11,2024-12-16,2024-12-23,2024-12-21,237,DONE,MEDIUM,100.0,bug,"user46, user10, user32",58,214
4514,Implement API endpoint,Develop REST endpoint for user service,2024-12-26,2024-12-28,2025-01-11,,2020,IN_PROGRESS,LOW,85.0,backend,"user9, user35",22,948
4515,Design schema,Create relational schema for new feature,2024-12-17,2024-12-18,2025-01-07,,392,IN_PROGRESS,CRITICAL,60.2,database,"user29, user11, user14",22,163
4516,Configure Docker,Containerize the application,2025-04-18,2025-04-18,2025-04-25,,1069,TO_DO,LOW,0.0,devops,user29,20,0
4517,Fix login bug,Resolve null pointer in login logic,2025-05-07,2025-05-09,2025-05-14,2025-05-11,99,DONE,LOW,100.0,bug,user39,29,94
4518,Document API,Write OpenAPI docs for endpoints,2025-03-27,2025-03-27,2025-04-10,2025-04-07,432,DONE,CRITICAL,100.0,api,"user11, user23",21,461
4519,Optimize DB queries,Improve performance of complex joins,2025-01-19,2025-01-24,2025-02-12,2025-02-11,2257,DONE,MEDIUM,100.0,backend,"user37, user22, user33",100,1989
4520,Fix login bug,Resolve null pointer in login logic,2025-02-09,2025-02-09,2025-02-25,,159,IN_PROGRESS,MEDIUM,64.0,bug,user40,4,81
4521,Immediate API fix,Resolve endpoint failure immediately,2025-03-27,2025-03-28,2025-04-08,,1063,ARCHIVED,MEDIUM,100.0,urgent,"user20, user38, user37",8,0
4522,Configure Docker,Containerize the application,2024-12-15,2024-12-19,2025-01-07,,1427,TO_DO,HIGH,0.0,devops,"user43, user3",9,0
4523,Design schema,Create relational schema for new feature,2025-03-11,2025-03-13,2025-03-29,2025-03-26,64,DONE,HIGH,100.0,database,"user19, user22",19,65
4524,Implement JWT auth,Add token-based authentication,2025-01-02,2025-01-06,2025-01-25,,125,IN_PROGRESS,MEDIUM,10.0,security,"user36, user43, user35",15,59
4525,Implement React component,Create responsive component with hooks,2025-01-20,2025-01-24,2025-02-11,,242,IN_PROGRESS,MEDIUM,84.5,frontend,user44,98,100
4526,Setup integration tests,Test service interactions end-to-end,2025-03-26,2025-03-29,2025-04-12,2025-04-11,80,DONE,LOW,100.0,testing,"user38, user13",81,85
4527,Urgent hotfix,Patch production bug under SLA,2025-03-22,2025-03-25,2025-03-29,,817,TO_DO,CRITICAL,0.0,urgent,"user9, user18",54,0
4528,Debug memory leak,Track and fix memory usage issue,2025-01-14,2025-01-14,2025-01-17,,149,IN_PROGRESS,LOW,42.1,bug,"user13, user14",22,84
4529,Apply security patch,Update libraries for vulnerability,2025-02-25,2025-03-02,2025-03-19,,104,IN_PROGRESS,MEDIUM,81.4,security,"user21, user36",41,31
4530,Fix login bug,Resolve null pointer in login logic,2025-02-06,2025-02-06,2025-02-09,,213,TO_DO,MEDIUM,0.0,bug,"user44, user34",74,0
4531,Configure Docker,Containerize the application,2025-02-17,2025-02-20,2025-03-03,,2153,IN_PROGRESS,LOW,10.1,devops,"user19, user11",36,833
4532,Setup integration tests,Test service interactions end-to-end,2025-01-28,2025-01-30,2025-02-06,2025-02-06,67,DONE,HIGH,100.0,testing,"user3, user14",22,73
4533,Migrate data,Transfer data from legacy system,2025-03-17,2025-03-17,2025-04-01,,141,TO_DO,HIGH,0.0,database,"user37, user45",9,0
4534,Apply security patch,Update libraries for vulnerability,2025-04-29,2025-05-04,2025-05-11,,142,IN_PROGRESS,HIGH,85.6,security,"user18, user42, user10",37,57
4535,Debug memory leak,Track and fix memory usage issue,2025-05-04,2025-05-08,2025-05-27,,370,TO_DO,MEDIUM,0.0,bug,user37,30,0
4536,Debug memory leak,Track and fix memory usage issue,2025-02-26,2025-02-27,2025-03-03,2025-03-01,71,DONE,HIGH,100.0,bug,"user2, user8, user16",27,67
4537,Document API,Write OpenAPI docs for endpoints,2025-02-16,2025-02-19,2025-02-26,,314,TO_DO,MEDIUM,0.0,api,"user36, user23, user44",58,0
4538,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-04-04,2025-04-08,2025-04-22,2025-04-20,1300,DONE,MEDIUM,100.0,devops,"user13, user34, user7",37,1052
4539,Optimize DB queries,Improve performance of complex joins,2024-11-13,2024-11-13,2024-12-02,,2480,ARCHIVED,CRITICAL,100.0,backend,"user21, user22, user23",90,0
4540,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-04-22,2025-04-27,2025-05-17,2025-05-17,2010,DONE,MEDIUM,100.0,devops,user44,55,1811
4541,Apply security patch,Update libraries for vulnerability,2024-12-21,2024-12-25,2025-01-01,,221,IN_PROGRESS,HIGH,18.0,security,"user10, user9, user7",21,164
4542,Write unit tests,Cover business logic with JUnit,2025-01-07,2025-01-12,2025-01-15,,261,TO_DO,LOW,0.0,testing,"user2, user38",25,0
4543,Document API,Write OpenAPI docs for endpoints,2025-05-08,2025-05-12,2025-05-20,2025-05-20,319,DONE,MEDIUM,100.0,api,"user10, user46, user22",13,294
4544,Immediate API fix,Resolve endpoint failure immediately,2025-02-19,2025-02-19,2025-02-22,,779,ARCHIVED,LOW,100.0,urgent,"user16, user32, user34",100,0
4545,Migrate data,Transfer data from legacy system,2025-03-12,2025-03-14,2025-03-23,2025-03-22,121,DONE,MEDIUM,100.0,database,user21,23,128
4546,Apply security patch,Update libraries for vulnerability,2025-02-08,2025-02-08,2025-02-19,,233,IN_PROGRESS,LOW,11.3,security,user45,96,89
4547,Setup integration tests,Test service interactions end-to-end,2025-04-21,2025-04-21,2025-05-06,,369,IN_PROGRESS,CRITICAL,84.9,testing,"user31, user18",71,188
4548,Immediate API fix,Resolve endpoint failure immediately,2025-03-08,2025-03-13,2025-03-31,,2304,IN_PROGRESS,CRITICAL,50.9,urgent,"user39, user2",58,1577
4549,Debug memory leak,Track and fix memory usage issue,2025-02-23,2025-02-23,2025-02-26,,312,BLOCKED,MEDIUM,29.8,bug,user34,10,0
4550,Migrate data,Transfer data from legacy system,2025-03-21,2025-03-21,2025-04-07,2025-04-06,97,DONE,MEDIUM,100.0,database,"user15, user6",71,90
4551,Implement React component,Create responsive component with hooks,2024-11-19,2024-11-22,2024-12-10,,430,TO_DO,CRITICAL,0.0,frontend,"user41, user35, user18",5,0
4552,Urgent hotfix,Patch production bug under SLA,2025-01-28,2025-01-30,2025-02-17,,2194,TO_DO,LOW,0.0,urgent,"user48, user49",56,0
4553,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2024-12-13,2024-12-16,2025-01-01,,2768,IN_PROGRESS,LOW,16.5,devops,user6,56,1640
4554,Configure Docker,Containerize the application,2025-05-11,2025-05-13,2025-05-27,2025-05-26,565,DONE,LOW,100.0,devops,user30,36,528
4555,Implement React component,Create responsive component with hooks,2025-03-04,2025-03-07,2025-03-10,,433,TO_DO,LOW,0.0,frontend,"user33, user46",28,0
4556,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-04-30,2025-05-05,2025-05-22,,1238,TO_DO,MEDIUM,0.0,devops,"user22, user32",17,0
4557,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2024-11-25,2024-11-29,2024-12-18,,2350,ARCHIVED,HIGH,100.0,devops,user46,83,0
4558,Configure Docker,Containerize the application,2025-02-23,2025-02-28,2025-03-05,,996,BLOCKED,LOW,12.7,devops,"user1, user32",65,0
4559,Apply security patch,Update libraries for vulnerability,2024-11-12,2024-11-15,2024-11-19,,395,IN_PROGRESS,LOW,73.5,security,user5,86,142
4560,Urgent hotfix,Patch production bug under SLA,2025-05-02,2025-05-05,2025-05-11,,1315,TO_DO,MEDIUM,0.0,urgent,user37,62,0
4561,Implement React component,Create responsive component with hooks,2025-04-25,2025-04-25,2025-05-05,,105,TO_DO,MEDIUM,0.0,frontend,"user48, user10, user29",62,0
4562,Add rate limiting,Protect endpoints with request limits,2025-02-01,2025-02-02,2025-02-05,,456,IN_PROGRESS,CRITICAL,58.3,api,user14,90,169
4563,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-04-24,2025-04-25,2025-05-09,2025-05-09,2626,DONE,LOW,100.0,devops,user31,2,2658
4564,Setup integration tests,Test service interactions end-to-end,2024-12-20,2024-12-23,2025-01-05,,459,IN_PROGRESS,MEDIUM,10.1,testing,user13,53,354
4565,Document API,Write OpenAPI docs for endpoints,2024-12-14,2024-12-17,2024-12-26,,259,TO_DO,MEDIUM,0.0,api,user1,91,0
4566,Implement JWT auth,Add token-based authentication,2025-01-11,2025-01-16,2025-01-29,2025-01-28,374,DONE,LOW,100.0,security,user29,10,302
4567,Implement JWT auth,Add token-based authentication,2024-11-24,2024-11-29,2024-12-14,,421,IN_PROGRESS,HIGH,85.2,security,user12,66,244
4568,Design schema,Create relational schema for new feature,2025-02-04,2025-02-06,2025-02-12,2025-02-10,421,DONE,MEDIUM,100.0,database,"user34, user50",93,459
4569,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-04-25,2025-04-29,2025-05-02,,1767,IN_PROGRESS,LOW,58.5,devops,user11,45,858
4570,Configure Docker,Containerize the application,2025-04-12,2025-04-15,2025-05-04,,2789,IN_PROGRESS,MEDIUM,10.5,devops,"user36, user7, user29",85,996
4571,Apply security patch,Update libraries for vulnerability,2025-01-12,2025-01-16,2025-02-02,2025-01-30,128,DONE,MEDIUM,100.0,security,"user47, user3, user7",52,139
4572,Write unit tests,Cover business logic with JUnit,2025-04-04,2025-04-06,2025-04-14,,348,IN_PROGRESS,LOW,51.3,testing,"user20, user9",16,178
4573,Configure Docker,Containerize the application,2025-02-08,2025-02-11,2025-02-25,,1222,TO_DO,MEDIUM,0.0,devops,user33,19,0
4574,Fix login bug,Resolve null pointer in login logic,2025-01-22,2025-01-22,2025-02-01,,151,IN_PROGRESS,HIGH,26.5,bug,user19,75,69
4575,Optimize DB queries,Improve performance of complex joins,2024-11-24,2024-11-28,2024-12-04,,1807,TO_DO,MEDIUM,0.0,backend,"user1, user41, user49",14,0
4576,Setup integration tests,Test service interactions end-to-end,2025-03-14,2025-03-18,2025-03-27,,244,BLOCKED,MEDIUM,18.7,testing,user45,80,0
4577,Fix login bug,Resolve null pointer in login logic,2025-05-10,2025-05-15,2025-05-22,,471,IN_PROGRESS,LOW,20.3,bug,"user32, user4",32,194
4578,Urgent hotfix,Patch production bug under SLA,2025-03-20,2025-03-24,2025-04-10,2025-04-08,2751,DONE,MEDIUM,100.0,urgent,user27,73,2890
4579,Add rate limiting,Protect endpoints with request limits,2025-03-15,2025-03-20,2025-03-28,,206,IN_PROGRESS,MEDIUM,32.8,api,"user2, user19, user5",50,153
4580,Add rate limiting,Protect endpoints with request limits,2025-01-05,2025-01-05,2025-01-11,,395,BLOCKED,HIGH,14.1,api,user42,20,0
4581,Debug memory leak,Track and fix memory usage issue,2025-03-01,2025-03-05,2025-03-08,,316,TO_DO,MEDIUM,0.0,bug,"user24, user31",65,0
4582,Design schema,Create relational schema for new feature,2025-02-25,2025-02-25,2025-03-01,2025-03-01,454,DONE,HIGH,100.0,database,"user20, user18",20,410
4583,Apply security patch,Update libraries for vulnerability,2025-01-14,2025-01-16,2025-02-02,2025-02-01,237,DONE,LOW,100.0,security,user2,93,259
4584,Optimize DB queries,Improve performance of complex joins,2025-04-07,2025-04-08,2025-04-21,,2128,IN_PROGRESS,LOW,38.3,backend,user2,86,1358
4585,Design schema,Create relational schema for new feature,2025-01-25,2025-01-29,2025-02-17,,327,IN_PROGRESS,MEDIUM,10.9,database,"user1, user27, user50",22,245
4586,Migrate data,Transfer data from legacy system,2025-05-01,2025-05-03,2025-05-18,,479,TO_DO,MEDIUM,0.0,database,"user40, user21, user46",38,0
4587,Document API,Write OpenAPI docs for endpoints,2025-05-09,2025-05-14,2025-05-26,,382,IN_PROGRESS,HIGH,39.8,api,"user44, user28",88,136
4588,Urgent hotfix,Patch production bug under SLA,2025-05-05,2025-05-07,2025-05-23,,713,CANCELLED,MEDIUM,18.2,urgent,"user50, user39, user49",47,0
4589,Setup integration tests,Test service interactions end-to-end,2025-03-06,2025-03-07,2025-03-14,,142,IN_PROGRESS,LOW,49.9,testing,"user32, user5",66,70
4590,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-01-25,2025-01-28,2025-02-01,,97,IN_PROGRESS,HIGH,30.7,frontend,"user39, user26",97,70
4591,Optimize DB queries,Improve performance of complex joins,2025-02-25,2025-02-26,2025-03-18,2025-03-18,1122,DONE,LOW,100.0,backend,"user32, user14, user4",36,1027
4592,Apply security patch,Update libraries for vulnerability,2025-05-06,2025-05-06,2025-05-17,,318,IN_PROGRESS,HIGH,50.0,security,"user34, user11, user10",34,172
4593,Implement React component,Create responsive component with hooks,2025-01-18,2025-01-22,2025-01-31,,384,TO_DO,LOW,0.0,frontend,"user2, user31",68,0
4594,Document API,Write OpenAPI docs for endpoints,2025-04-09,2025-04-14,2025-04-28,,64,IN_PROGRESS,MEDIUM,12.9,api,user11,45,20
4595,Urgent hotfix,Patch production bug under SLA,2025-01-28,2025-02-01,2025-02-05,,1073,IN_PROGRESS,HIGH,32.1,urgent,"user16, user1",52,442
4596,Implement API endpoint,Develop REST endpoint for user service,2025-01-21,2025-01-24,2025-02-09,,2171,IN_PROGRESS,LOW,53.7,backend,"user33, user50, user16",40,1619
4597,Immediate API fix,Resolve endpoint failure immediately,2024-11-18,2024-11-19,2024-12-07,,554,IN_PROGRESS,MEDIUM,25.3,urgent,user21,23,439
4598,Implement JWT auth,Add token-based authentication,2025-05-03,2025-05-07,2025-05-15,,186,IN_PROGRESS,HIGH,85.3,security,"user40, user12, user17",13,121
4599,Optimize DB queries,Improve performance of complex joins,2024-12-18,2024-12-21,2025-01-02,,726,IN_PROGRESS,LOW,86.8,backend,"user21, user9",99,425
4600,Implement API endpoint,Develop REST endpoint for user service,2025-02-15,2025-02-20,2025-02-27,,1780,IN_PROGRESS,MEDIUM,80.2,backend,"user30, user1",34,1421
4601,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-01-24,2025-01-26,2025-02-13,,1434,IN_PROGRESS,MEDIUM,12.9,devops,"user30, user23, user45",63,908
4602,Add rate limiting,Protect endpoints with request limits,2025-03-10,2025-03-15,2025-03-23,,231,IN_PROGRESS,HIGH,57.3,api,user44,86,165
4603,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-01-08,2025-01-11,2025-01-20,,464,IN_PROGRESS,MEDIUM,32.7,frontend,user6,50,200
4604,Fix login bug,Resolve null pointer in login logic,2025-02-10,2025-02-12,2025-02-28,,161,IN_PROGRESS,MEDIUM,11.0,bug,"user41, user50, user6",41,51
4605,Design schema,Create relational schema for new feature,2024-11-16,2024-11-20,2024-12-06,,178,IN_PROGRESS,MEDIUM,20.8,database,user49,92,103
4606,Immediate API fix,Resolve endpoint failure immediately,2025-03-17,2025-03-18,2025-03-26,,1964,TO_DO,CRITICAL,0.0,urgent,"user25, user47, user12",44,0
4607,Debug memory leak,Track and fix memory usage issue,2025-03-31,2025-04-04,2025-04-15,,336,IN_PROGRESS,CRITICAL,85.7,bug,user30,12,180
4608,Implement API endpoint,Develop REST endpoint for user service,2025-01-11,2025-01-13,2025-01-18,2025-01-16,1509,DONE,MEDIUM,100.0,backend,user50,21,1353
4609,Add rate limiting,Protect endpoints with request limits,2024-11-27,2024-11-28,2024-12-17,,64,TO_DO,MEDIUM,0.0,api,"user24, user17, user50",50,0
4610,Implement JWT auth,Add token-based authentication,2025-04-29,2025-05-03,2025-05-06,,347,TO_DO,MEDIUM,0.0,security,user11,29,0
4611,Implement JWT auth,Add token-based authentication,2025-04-03,2025-04-08,2025-04-22,,257,IN_PROGRESS,MEDIUM,71.4,security,"user34, user13, user32",65,145
4612,Configure Docker,Containerize the application,2025-02-20,2025-02-24,2025-03-09,,1007,IN_PROGRESS,MEDIUM,39.8,devops,"user25, user19",39,772
4613,Immediate API fix,Resolve endpoint failure immediately,2025-03-04,2025-03-07,2025-03-11,,1695,TO_DO,CRITICAL,0.0,urgent,"user5, user10, user35",20,0
4614,Implement JWT auth,Add token-based authentication,2025-04-09,2025-04-12,2025-04-30,,406,IN_PROGRESS,MEDIUM,41.0,security,"user37, user36, user22",75,260
4615,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-04-28,2025-04-28,2025-05-01,,71,TO_DO,HIGH,0.0,frontend,"user44, user25",30,0
4616,Write unit tests,Cover business logic with JUnit,2025-03-09,2025-03-13,2025-03-28,,434,IN_PROGRESS,LOW,66.3,testing,"user24, user38",93,196
4617,Document API,Write OpenAPI docs for endpoints,2025-02-24,2025-02-27,2025-03-09,2025-03-07,98,DONE,HIGH,100.0,api,"user22, user29",99,96
4618,Immediate API fix,Resolve endpoint failure immediately,2025-05-10,2025-05-13,2025-06-01,,1434,IN_PROGRESS,MEDIUM,29.3,urgent,user2,94,647
4619,Urgent hotfix,Patch production bug under SLA,2025-03-27,2025-04-01,2025-04-04,,2796,TO_DO,CRITICAL,0.0,urgent,"user36, user35, user23",43,0
4620,Implement JWT auth,Add token-based authentication,2025-01-18,2025-01-18,2025-01-30,2025-01-28,359,DONE,CRITICAL,100.0,security,user7,36,405
4621,Implement API endpoint,Develop REST endpoint for user service,2025-01-23,2025-01-26,2025-02-09,,1913,IN_PROGRESS,MEDIUM,64.1,backend,"user16, user24",15,1343
4622,Fix CSS layout issue,Resolve flexbox misalignment in UI,2024-12-25,2024-12-30,2025-01-08,,119,IN_PROGRESS,LOW,13.3,frontend,"user23, user14",4,93
4623,Debug memory leak,Track and fix memory usage issue,2025-03-15,2025-03-19,2025-04-01,,207,IN_PROGRESS,LOW,10.6,bug,user17,91,152
4624,Apply security patch,Update libraries for vulnerability,2024-12-19,2024-12-23,2025-01-11,,140,IN_PROGRESS,CRITICAL,53.6,security,user46,95,56
4625,Implement JWT auth,Add token-based authentication,2025-03-29,2025-03-29,2025-04-16,,427,IN_PROGRESS,LOW,70.6,security,"user30, user17",70,271
4626,Implement JWT auth,Add token-based authentication,2025-04-13,2025-04-15,2025-04-30,,403,IN_PROGRESS,MEDIUM,40.7,security,user13,70,242
4627,Apply security patch,Update libraries for vulnerability,2025-01-29,2025-02-03,2025-02-21,,234,TO_DO,HIGH,0.0,security,"user46, user5",23,0
4628,Write unit tests,Cover business logic with JUnit,2025-02-16,2025-02-21,2025-02-25,,408,TO_DO,MEDIUM,0.0,testing,"user6, user38, user7",10,0
4629,Implement JWT auth,Add token-based authentication,2025-03-17,2025-03-20,2025-04-09,,459,BLOCKED,LOW,9.2,security,"user19, user6",41,0
4630,Immediate API fix,Resolve endpoint failure immediately,2025-04-18,2025-04-22,2025-05-08,,2880,IN_PROGRESS,MEDIUM,47.3,urgent,user34,3,1320
4631,Add rate limiting,Protect endpoints with request limits,2024-12-07,2024-12-10,2024-12-16,,257,IN_PROGRESS,LOW,88.1,api,"user18, user24, user44",25,197
4632,Optimize DB queries,Improve performance of complex joins,2025-03-01,2025-03-04,2025-03-10,2025-03-10,2349,DONE,HIGH,100.0,backend,user12,8,2782
4633,Apply security patch,Update libraries for vulnerability,2025-04-09,2025-04-11,2025-05-01,,397,TO_DO,MEDIUM,0.0,security,"user32, user46",46,0
4634,Urgent hotfix,Patch production bug under SLA,2025-05-09,2025-05-14,2025-05-17,,1782,IN_PROGRESS,MEDIUM,10.9,urgent,"user33, user41",19,681
4635,Optimize DB queries,Improve performance of complex joins,2025-04-23,2025-04-27,2025-05-14,,1332,TO_DO,LOW,0.0,backend,"user11, user3",40,0
4636,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2024-12-21,2024-12-26,2025-01-09,,1804,TO_DO,MEDIUM,0.0,devops,"user21, user12, user17",39,0
4637,Implement JWT auth,Add token-based authentication,2025-04-22,2025-04-24,2025-04-29,,322,TO_DO,MEDIUM,0.0,security,user40,98,0
4638,Optimize DB queries,Improve performance of complex joins,2025-05-10,2025-05-15,2025-05-19,2025-05-19,619,DONE,LOW,100.0,backend,"user26, user16, user35",82,727
4639,Implement React component,Create responsive component with hooks,2025-01-25,2025-01-28,2025-02-14,,89,IN_PROGRESS,MEDIUM,75.1,frontend,"user46, user50",89,51
4640,Debug memory leak,Track and fix memory usage issue,2025-04-06,2025-04-11,2025-04-17,,247,IN_PROGRESS,CRITICAL,31.5,bug,user26,18,98
4641,Setup integration tests,Test service interactions end-to-end,2025-04-26,2025-05-01,2025-05-04,,61,TO_DO,MEDIUM,0.0,testing,user25,27,0
