id,title,description,creationDate,lastModifiedDate,startDate,dueDate,completedDate,estimationTime,status,priority,progress,updatedBy,createdBy,projectId,userStory,totalTimeSpent,assignedUserIds,tags,dependencies
444,Implement logging mechanism,Implement logging mechanism. Mrs project at risk total training in seven. Yet baby black short.,2025-02-21,2025-02-23,2025-02-26,2025-03-12,2025-02-26,120,COMPLETED,HIGH,100.0,d1ab430f-835b-4503-a7ef-eca3b200c15e,a202b0d4-4b38-4b3c-8ca8-331862484451,1011,2096,137,"207a0bc6-dbcc-4808-8e58-824d6fd80b1f,90ec00ef-beb7-4021-b264-64a3de538892",api,
445,Improve UI component,Improve UI component. Close debate and ago police put left. Second talk however action boy true. Prove less leave bar prevent require.,2025-03-09,2025-03-11,2025-03-10,2025-03-20,,81,CANCELED,CRITICAL,27.13,c810aeb1-1c38-4755-ab74-59091fc54bd2,b06d4807-0337-416d-9a67-15eba2b35198,1012,2020,0,"06a7673d-554c-48d5-a529-36d23aba0c3e,22c16d87-121f-4d0e-987d-ee4e990880cc","api,ux,frontend","242,378"
446,Improve email system,Improve email system. Star success color adult beyond family movement. Collection provide action event key concern.,2025-03-20,2025-03-23,2025-03-24,2025-04-07,,237,ARCHIVED,MEDIUM,2.71,3b725d4b-6464-4d94-98f0-9e92ee9011cd,62481bc0-1bc9-46a4-b3c8-8e2ce04ac4b9,1000,2051,5,"685c90d7-e926-4d04-9eaf-00d00e6d6188,26a923e8-6396-4399-b978-dc725d5d2f9f,268f6b61-5f86-4dc5-912f-fd55d6156110",docker,
447,Refactor API endpoint,Refactor API endpoint. Democratic recent student specific political respond to.,2025-04-16,2025-04-17,2025-04-20,2025-04-24,,249,TODO,CRITICAL,70.64,db9d82fe-c157-4662-9840-1ad4187eb5c7,f52822a4-ed42-42c9-a4ff-cf25eaa55371,1040,2057,0,"2236490e-29be-473e-a757-b1bd88d28e31,27b92752-f0e4-4b27-b405-40a6bea8d3f8,ff9e4417-79b6-47ba-a7dc-0707a42f5d92","kubernetes,devops",
448,Add API endpoint,Add API endpoint. Appear above significant short up hear. Customer administration agreement address star.,2025-03-15,2025-03-15,2025-03-20,2025-04-01,2025-03-20,76,COMPLETED,LOW,100.0,645151b0-9aad-46d3-9a73-9cc6e67e62e6,91d243a7-19a7-4521-8917-7842d14341f5,1071,2082,61,dee32e1e-cb1d-4bd9-8da1-67503156b6fe,"docker,cloud,frontend","428,293"
449,Refactor authentication module,Refactor authentication module. When benefit structure professional right. Indeed blue force.,2025-04-13,2025-04-13,2025-04-14,2025-04-21,,210,CANCELED,HIGH,61.18,68088ade-2806-4167-a173-cad11ff6ea94,f884c811-10a4-4ef8-b57e-5778e4e771fa,1021,2072,0,0d6a1877-964c-4a9e-9318-606ede7a7885,backend,
450,Integrate security layer,Integrate security layer. Person various house into discussion. Ground community I first. Defense detail price everything perhaps analysis. In should matter wrong Republican.,2025-04-01,2025-04-03,2025-04-04,2025-04-19,,128,BLOCKED,CRITICAL,70.64,2f228d18-2ec0-4a74-9bf9-f895d9467802,cf9e9951-370a-4cba-b30d-a41b79c7b4c1,1048,2016,10,"7f7a4114-404c-4117-bd11-68d26d84c952,a5ba83cb-7914-490b-bb5e-8f42f1b28835","cloud,ci/cd",
451,Update UI component,Update UI component. Edge behind food piece. Question win really forward play this. Within project attack adult treatment large.,2025-04-23,2025-04-26,2025-04-25,2025-05-09,,88,CANCELED,MEDIUM,40.44,1b432b90-b12d-4bea-aa9f-4892cacb2c19,8d5ec51b-a8a1-4e2b-b421-32969b07d4fe,1047,2074,0,"fc235017-eb67-46cf-9ccb-3ee190ddf1e6,db0a5d71-14f7-4e85-ae85-c62c01f6a5ee,25c6729b-5bb5-4345-9418-68ea1e9fb62c","docker,performance,frontend","135,121"
452,Design API endpoint,Design API endpoint. Onto write discussion pattern to final scene. People art hear father charge.,2025-03-27,2025-03-27,2025-03-28,2025-04-05,,189,CANCELED,LOW,100.0,3948f44e-04ab-4201-9845-8f71803244c8,7e69522f-4737-468e-8165-7aaded756b78,1006,2042,0,"a0797267-3f99-42e8-9ca4-16d35215db14,aa689373-ac10-4489-9b56-4bc8281f7cec",performance,
453,Fix authentication module,Fix authentication module. Type our watch school forget.,2025-02-25,2025-02-27,2025-03-01,2025-03-14,,74,ARCHIVED,MEDIUM,49.95,1b89326c-be79-45b1-b25f-f05e7192f477,bdccf8b2-c376-4466-a7f7-488c0698d940,1071,2005,36,"23a47cce-de27-4a5a-851d-001377a24945,e71c189e-2509-43d3-8cc2-e6ce00d73ef7,075b27b2-95e5-4430-a36d-64790752a84d","devops,api,kubernetes",
454,Implement database model,Implement database model. Minute within possible. Seek director run garden day. Trade professor eat.,2025-03-05,2025-03-08,2025-03-07,2025-03-17,,195,IN_PROGRESS,HIGH,42.86,95b455ad-eb7f-403d-8507-6396394db0c6,ef5d3a20-9ba2-4fe2-8661-69001666947f,1095,2046,79,4cab5b48-4ff9-4b77-b669-33e728bc9a0e,"api,kubernetes",
455,Design user service,Design user service. Their miss contain picture ask man west appear. Voice by community nature.,2025-04-13,2025-04-16,2025-04-15,2025-04-26,2025-04-15,168,COMPLETED,LOW,100.0,db145881-a351-4cb5-9071-c4107fb06efa,46037afc-03e7-44d4-bff1-a4b126c84fa0,1024,2019,183,fa75e793-71f0-4de2-b143-b0df3009a4bd,cloud,
456,Integrate UI component,Integrate UI component. Medical international level clearly culture. Computer eat experience large player even.,2025-04-24,2025-04-27,2025-04-27,2025-05-04,,116,IN_PROGRESS,CRITICAL,98.52,057dc952-f8b0-4b14-be49-157f2e92e79b,a3d1b8bf-5cb7-4155-a224-42d0c3dc2daa,1014,2092,103,"71bec5f8-6e1c-4fd1-9436-c1580adeb6e5,018383ae-c151-4817-9fc5-f325e83cb960",frontend,"364,288"
457,Refactor logging mechanism,Refactor logging mechanism. Week growth help likely. Measure same set standard soldier after. Into bar trade feel Mr need.,2025-04-22,2025-04-23,2025-04-23,2025-04-30,,200,IN_PROGRESS,CRITICAL,55.76,f90b6c2c-3baa-461b-a399-7ebd80149ca2,23bbeca5-19c2-407d-8336-183ab264fca2,1009,2031,96,"c11c59b8-03ee-4c3b-85c3-a8c58203c9fa,3ebfa994-4e1b-4312-93ab-8f3889359a1b,2b93a299-bc47-453a-8c7a-ab151b63094e","docker,frontend",270
458,Implement UI component,Implement UI component. Less law heart paper author carry. Cultural trouble above technology room hear identify.,2025-02-23,2025-02-24,2025-02-23,2025-03-02,,155,CANCELED,LOW,58.44,63fdac16-f853-489f-8342-53a12624e6cb,1128006d-496a-48b3-8a43-c09a2e75fcfd,1010,2058,0,"6b0c092e-5cc4-4fb4-b1a4-9553554c72e2,b327881a-bdf8-4cb0-9fcb-71b2d6598dd1","docker,performance,kubernetes",
459,Fix database model,Fix database model. Himself film would author those yeah. His not create job. Side seem give remember play.,2025-03-18,2025-03-19,2025-03-20,2025-04-01,,42,CANCELED,MEDIUM,64.96,d2d6fdb4-1229-4095-b182-e095e9f20b4a,305f4bc6-9228-44c4-b20f-95d2e80b37ac,1006,2082,0,"d3184627-222e-4282-9b0a-7c5c67bce6af,6d13ecd7-aa53-452c-b467-868d723f856b","security,backend",
460,Implement UI component,Implement UI component. Unit save drug alone spend piece. Recently population end.,2025-03-13,2025-03-13,2025-03-17,2025-03-29,,125,BLOCKED,MEDIUM,17.62,1687141d-564d-4cc1-bf0b-1fd688326c67,ef99fcf8-189f-46d8-9805-264f51dee6b7,1020,2049,24,8153d4a4-2f93-4376-9ddf-165b2a4938e5,"api,docker",
461,Add email system,Add email system. Easy official production claim bring. Popular true huge only.,2025-03-22,2025-03-23,2025-03-27,2025-04-01,,136,TODO,HIGH,72.85,fe1f5620-d1b1-4440-9c14-4d429179936e,e0b090c0-b6e7-44ac-ae2a-fcb2e8791d60,1085,2012,0,"1b4f49e0-4074-46c1-9fec-91a2c024bcf4,716a0239-a111-4aeb-9361-e29b1f9b01df,dd6d4e1b-d185-46a0-8aca-e40defaa7b78","ux,cloud",
462,Design security layer,Design security layer. Travel then coach interview reality may mouth. Only safe sell under thank body.,2025-05-04,2025-05-07,2025-05-07,2025-05-17,2025-05-07,201,COMPLETED,LOW,100.0,901628ef-ae9e-402b-8cc1-7daa563f3ca7,4c2c9b30-5def-4741-9d94-28c08d37103b,1005,2065,226,"a0a04134-c654-45a5-ba16-df37c17258d5,914187c7-5290-466f-a569-e45ddf60a592","performance,docker",
463,Integrate logging mechanism,Integrate logging mechanism. Especially decide security recognize. Would staff ability. Similar individual indicate explain.,2025-04-02,2025-04-05,2025-04-07,2025-04-21,,243,IN_PROGRESS,HIGH,64.08,657a8c02-884f-445d-8561-13e215d52b02,ac78009c-3719-4b8d-b9cf-c2c1b3250172,1019,2016,142,d6cb3e2f-b04b-4e9a-b0fb-552debdbf9d8,"api,cloud,ux",
464,Implement authentication module,Implement authentication module. Hear region cup consider. Late sport control arrive.,2025-03-19,2025-03-21,2025-03-23,2025-03-26,,229,ARCHIVED,HIGH,10.66,ba6c8664-1ab5-4fe5-bc72-db289936fd89,f340a186-a175-489d-aeeb-1c7b62f43d9c,1074,2010,20,"945c3c72-5331-41bb-af48-395add761c01,d0b4b5ec-db19-45b2-a63b-ef4d760c2e50","backend,frontend,performance","369,292,417"
465,Implement UI component,Implement UI component. Work the key tree body. Bag beat by ask.,2025-02-23,2025-02-26,2025-02-24,2025-03-05,,240,TODO,HIGH,29.47,4408948a-2024-4f69-95de-662010eb4a5b,606faa6e-e672-447a-9de2-edcc8356383b,1043,2023,0,"71c2923c-8738-4474-b0b4-3f6a331c8d64,bf335765-636e-49c4-a906-c84272575b5c",devops,
466,Implement UI component,Implement UI component. Long pull beyond article seem. Program smile among. Mission account owner would seven. List front investment he three yourself stage.,2025-02-08,2025-02-11,2025-02-19,2025-02-12,,196,CANCELED,CRITICAL,1.77,b0cf7296-7ae6-40d7-8f10-6ff1d8570085,fc98dabb-625f-4bfe-a9f3-89a1babf5be6,1088,2051,0,32d96130-eca1-4a87-ad2d-4b9a1a4619fd,"kubernetes,ci/cd,performance",
467,Design unit tests,Design unit tests. Particularly wish their south able that. Rise thousand catch own than evidence. Happy peace probably little including.,2025-03-13,2025-03-14,2025-03-17,2025-03-25,,117,CANCELED,LOW,12.38,625b1eb5-9659-4275-8f1f-0c7dfaf004ad,c287ab55-175c-48cb-b476-cb4393f6e2f3,1026,2061,0,f0f3dcc2-b665-49c1-b7c6-2092b28040c9,"devops,docker,cloud",418
468,Update security layer,Update security layer. Admit growth animal space for know.,2025-02-24,2025-02-25,2025-03-01,2025-03-16,,95,ARCHIVED,MEDIUM,76.2,6847c9ce-7e7a-488a-a650-0f97c38f26a2,4f5f864e-d1d3-4357-a385-3b993e95bb65,1094,2089,67,c66cfe7a-2160-494a-b951-e0cc2a1d57df,"performance,kubernetes",
469,Update unit tests,Update unit tests. School soldier give voice walk live. Safe family crime century. Then size respond all marriage beautiful strategy.,2025-04-05,2025-04-08,2025-04-08,2025-04-20,,0,IN_PROGRESS,CRITICAL,82.12,7b063e4e-9390-44bf-a153-cd642e920359,41f0c0fa-c46f-428b-9d46-3bc9e33383e5,1094,2074,0,51c04450-d0ff-4d53-8d0f-dcb454f77255,"kubernetes,ux,api",
470,Integrate API endpoint,Integrate API endpoint. To western lot music. Deep send process become itself. Civil upon total.,2025-03-31,2025-04-03,2025-04-03,2025-04-13,,82,ARCHIVED,CRITICAL,52.3,8484ffa4-6e1b-441a-949e-fb40d63f7c32,2b49dc3d-e3da-4fe2-8940-4baf0d3809c6,1014,2063,42,,"docker,security,performance",
471,Update email system,Update email system. Rest program week provide program. Plant man somebody four difference office under.,2025-04-21,2025-04-23,2025-04-21,2025-04-26,2025-04-21,103,COMPLETED,CRITICAL,100.0,4463611c-9095-4d77-ae3a-93adfdceb3c0,b0ded5ea-4781-4386-8eff-bceb1f392f96,1016,2037,100,"c01be798-8eea-428e-9a74-36e7c3378628,0103885c-c54f-49f2-b72e-c92bb79d3948,732e79b6-80a4-4def-88c8-cda2688fd19b","kubernetes,testing,docker",
472,Improve email system,Improve email system. Travel sea rise president size whom. Speak difference break because become scientist. Seat break happy table west.,2025-02-12,2025-02-13,2025-02-17,2025-03-02,,121,CANCELED,MEDIUM,61.56,fb52848b-7628-47df-bae5-658697709bde,0517c17c-00ff-4ccf-b659-5ae99aee10e5,1020,2077,0,4eaccbf8-d8ea-45f3-86d6-e4f8702f2d07,"frontend,testing","45,342,248"
473,Update logging mechanism,Update logging mechanism. Artist movie suggest woman floor.,2025-04-03,2025-04-03,2025-04-06,2025-04-13,,60,IN_PROGRESS,LOW,98.93,941cbb67-3f22-4486-993a-1557056b51e6,9f9dbaa0-f987-45e6-b9c1-70a3dba8b88f,1043,2055,48,"3cce1537-5917-478b-b4f1-1421ed8d8eab,9738aa74-02c3-40d2-88ca-47e0966cb195,074a65fa-6c72-4c3a-afe1-c9bec3d9bde8",ci/cd,"82,90,424"
474,Add database model,Add database model. Professional opportunity blood across system firm staff. Student matter lay own certainly.,2025-03-13,2025-03-13,2025-03-17,2025-03-23,,120,BLOCKED,LOW,76.17,96132052-d106-497e-b653-7e7532b80fcb,ef72b699-6de0-4399-bbe9-11723a190202,1056,2058,19,e426445b-ef46-43fe-bb91-eff441ddb2fa,frontend,
475,Migrate authentication module,Migrate authentication module. Floor maybe read event summer off piece democratic.,2025-04-11,2025-04-13,2025-04-15,2025-04-30,,264,TODO,MEDIUM,10.44,57dc9492-d4fe-4bdc-bd31-72074b57ff5a,d33921cf-7e2f-4e11-912e-5cb8fc135205,1093,2037,0,4d7d321b-06dd-4de5-8891-141120327484,"performance,ux,kubernetes",
476,Improve database model,Improve database model. Wonder four still decision. Red apply tend condition maintain. Federal spring treatment city again hot.,2025-03-06,2025-03-09,2025-03-06,2025-03-11,,114,CANCELED,HIGH,12.18,5e9d49d1-9e86-4174-a67d-2b9aca425f12,4070c27b-9c65-4352-8d62-0dd3b372a4ec,1036,2064,0,f79cbd48-2a6d-4c39-8fcf-3a9f058fd2b7,frontend,"394,4"
477,Improve API endpoint,Improve API endpoint. Serious hospital month executive recent crime. Hour capital sell oil source sure report. Pressure officer kind lot today decide source.,2025-03-19,2025-03-22,2025-03-24,2025-04-08,,98,BLOCKED,CRITICAL,74.57,3b20bbdc-091c-4165-93e5-d2b55345a90a,b06ad2a9-ab74-4061-b250-39cf5da295ac,1052,2058,12,b7857dd6-493e-42ab-ba56-075ce60f2ad0,"docker,security,backend",
478,Implement security layer,Implement security layer. Rise offer question write challenge wear.,2025-02-24,2025-02-25,2025-02-24,2025-03-10,,175,ARCHIVED,LOW,31.17,c67a2623-80e6-4e5c-84d2-92813cb2dd70,4f22a542-ddfd-4baa-b352-fa922302f8d4,1080,2091,49,dea1bb97-20fa-4e6b-8aea-f74b1f454352,"ux,api,testing",202
479,Add database model,Add database model. Benefit wind conference appear. Practice order wide phone identify alone drive.,2025-03-19,2025-03-22,2025-03-24,2025-04-07,,118,ARCHIVED,CRITICAL,0.78,945f51af-ce64-4d72-99b8-df1c5f504ea8,87c62c76-ddff-41e6-a495-533305326d6e,1082,2026,0,a44142ee-25f1-4b06-aed7-34f35a21271d,"ci/cd,kubernetes,performance",
480,Add security layer,Add security layer. West present heart reality somebody probably sing ten. Every president happen build bar majority.,2025-03-25,2025-03-27,2025-03-30,2025-04-08,,55,IN_PROGRESS,MEDIUM,53.21,005e10b5-793f-4389-a974-012de0cfe7d7,0258eeea-04e4-45a3-805d-64ffd905419b,1011,2065,28,82164521-9f5f-4375-a1b5-995eea212b32,"api,ux,security",
481,Migrate backend service,Migrate backend service. Age of of event seat. Congress machine popular its number between as training. Continue spend after new movie speech major.,2025-04-11,2025-04-14,2025-04-12,2025-04-15,,176,TODO,LOW,23.89,52427ede-747f-409b-8516-902cee6848b1,ac3a7146-ed3c-45a9-a357-f7077715aeab,1093,2007,0,"f527b433-0ba6-46d9-9f94-aa3a08c05a4b,c0f146dc-cf70-4853-b510-bb60c1185244,81823bf4-dc36-4ee6-b721-ca17aa8b429d","api,docker",
482,Implement email system,Implement email system. Research so buy send whole today Congress. Receive accept language fire always offer present because. Surface alone woman media hair. Commercial with probably eat animal watch toward.,2025-03-28,2025-03-29,2025-03-28,2025-03-31,,163,CANCELED,HIGH,56.67,de8a05ec-c77f-4d86-9a22-9cda36315376,a046f606-2a0c-433a-b2f3-148ab9a703ff,1038,2036,0,"f160f6a3-cee4-4d81-abc3-9b02648c0d8d,2581f694-ae68-4d12-bdda-04b7062494c0,c4db80cc-74fb-4d67-baf0-7f6bdcce81e0","kubernetes,ci/cd,devops","121,413"
483,Implement database model,Implement database model. Cause make fine treat you paper. Decide between standard down could feel strategy. Own democratic grow campaign.,2025-03-06,2025-03-07,2025-03-10,2025-03-24,,192,IN_PROGRESS,CRITICAL,57.65,26e08eb0-af1c-4e9a-9689-e19029b48238,c7993967-9542-46c1-9cd4-c8f796ce08d1,1052,2010,117,1e7e78a4-08a5-4991-b425-650a2bba54e6,backend,
484,Integrate security layer,Integrate security layer. Near end power clear. Bar effect international reason movie audience run. Research nor positive memory clearly.,2025-04-07,2025-04-09,2025-04-08,2025-04-18,,169,IN_PROGRESS,CRITICAL,67.01,293bb34a-1fcd-4ab0-94e5-9b3974d20aa3,c8c04f8c-a11b-4646-be9d-e45c87ee3f45,1081,2054,111,"bcaa3d07-4e69-4d6a-a083-77c58b6289e1,a0a88112-21c0-4e5e-afb6-809066ec6c25","kubernetes,performance",
485,Migrate user service,Migrate user service. Yeah its ago page back by. Range image forget become.,2025-04-26,2025-04-26,2025-04-29,2025-05-04,,257,IN_PROGRESS,MEDIUM,70.4,9a7b8ed0-7d53-4ec0-88d3-635fd995d08d,1496e042-4bc7-4799-b80b-98ac48999e92,1058,2060,167,"476f7820-cca8-497e-a7a9-c3e8518c62f1,67489cb1-1442-41a7-a130-06741e271d7c,c244d2d1-29a4-43b7-832d-bab2fb3792bd",kubernetes,
486,Design security layer,Design security layer. Chair something event better woman. Her bit understand compare rock. Open southern believe give occur.,2025-05-05,2025-05-07,2025-05-09,2025-05-17,,129,TODO,HIGH,36.59,1ae88d01-1956-444d-9fda-a7bb072794b5,14d28993-a164-4f09-90f5-309db831729a,1037,2062,0,"a467e098-09eb-4e7d-890c-d487cbf0b993,2dccecb4-2400-4b24-82d6-f7d28ca5507c",devops,"79,61,191"
487,Add unit tests,Add unit tests. Parent to color water hope. South question small necessary think I. Camera act message choice call her save apply.,2025-03-05,2025-03-05,2025-03-09,2025-03-18,,92,TODO,HIGH,18.12,11298180-16aa-4fc4-adfc-36e26ad8f9cf,14989bad-58ab-40ba-98f4-d1c0c8c3ec78,1008,2005,0,69cdf12a-49f0-483c-91b7-22166a554281,"performance,ci/cd",
488,Integrate backend service,Integrate backend service. Question industry leader keep government. Maybe every into walk thing sport figure. Water image fine bed.,2025-04-17,2025-04-20,2025-04-20,2025-04-28,,102,BLOCKED,MEDIUM,75.43,7f9cc71c-e860-46f7-bcbe-6a777623aafe,97df750f-30e1-498e-860f-6b62e1c6bbe6,1093,2041,12,"74f62f5a-6741-489f-a184-6f47be0c3212,f3363da0-bc42-4d57-a6ab-962f65f990b6",ci/cd,
489,Design database model,Design database model. War close arm sea never. Space action way quality usually carry marriage.,2025-02-13,2025-02-13,2025-02-16,2025-02-25,,237,IN_PROGRESS,MEDIUM,4.54,7d7d8d21-f24b-4304-aed8-01202a00ff6f,042d00e9-c5ca-4914-a257-f630728f41c1,1090,2003,11,"4e777c0f-98b1-45db-b6c5-031d3b4fce5f,5c2a905d-9d9a-4c89-a9e9-3309234cc1d6","docker,api,ux",
490,Update backend service,Update backend service. If pattern treat second. Reflect see each school week statement. Range amount large collection us shake tough.,2025-04-13,2025-04-13,2025-04-18,2025-04-29,,165,TODO,LOW,57.11,54d90dad-c539-498e-9320-35362fff3c65,25dc75b4-8f67-47ec-b5c3-b8ac7abe9651,1084,2068,0,"8533bb80-94ee-4659-8008-fd5e5b1bdede,e3b97833-c1f2-4cda-b647-e49a3a1cdf3b",backend,"268,97,385"
491,Integrate security layer,Integrate security layer. Style message weight institution here health. Full quickly story surface.,2025-02-22,2025-02-25,2025-02-23,2025-03-01,,215,CANCELED,LOW,60.08,f9f60977-3fb4-4c47-ad58-ea1124202991,ed2b4b68-de30-4a5d-bb04-8b712626eb84,1043,2055,0,93fe6a87-5a72-4555-b5e1-bc5fb46157f2,testing,
492,Add security layer,Add security layer. Federal family defense scene notice. Type upon where middle throw.,2025-04-30,2025-05-02,2025-05-12,2025-05-04,,85,BLOCKED,CRITICAL,97.0,f09e8345-5180-4c0e-b2c7-b7a4d809015c,c56b07cc-b296-49ac-ba8d-b6127270080a,1086,2021,9,71e90356-030c-41ec-be97-330df9ce4755,ci/cd,131
493,Fix unit tests,Fix unit tests. Arm accept leave fear blue glass reveal. Great big man be method child. Tree according show economic. House federal into consider speech board just.,2025-03-22,2025-03-22,2025-03-23,2025-03-26,,114,CANCELED,MEDIUM,9.78,ce9f4709-2b56-49ab-93c9-dbb31c67ab1b,1e8a0eaa-4aa1-4ad7-91f9-a909215edf8d,1030,2096,0,57e61de6-8c72-434f-bdf2-8c6e49c86306,"ci/cd,cloud,performance","133,193"
494,Add authentication module,Add authentication module. Cause section accept third. Book expect card inside former. Civil current look.,2025-04-28,2025-04-28,2025-05-02,2025-05-11,,112,TODO,CRITICAL,46.02,144ea91a-ceaf-4663-b07a-b865ceb03704,ea225799-36a4-48a9-bac6-485beff7c024,1081,2029,0,"8bbfcc22-2d9e-4caa-8964-6c831a639160,d680cf83-52a4-4ac2-be35-0d7419e66353",api,
495,Update logging mechanism,Update logging mechanism. Inside nearly son research. Seem sister hundred rise score stay.,2025-04-11,2025-04-14,2025-04-15,2025-04-28,,158,TODO,LOW,77.74,5875c968-0293-4049-8513-dfde9522c7c2,f14a0865-1ba6-4207-88bd-bd5e46dddd55,1081,2064,0,"68b917f5-81d8-4bf1-89de-ee491e91ce03,3679c9e8-f80f-4c3e-8cf3-f7659cf01710",devops,
496,Migrate UI component,Migrate UI component. Society call general add. Appear stop involve others account.,2025-02-18,2025-02-20,2025-02-19,2025-03-06,,282,IN_PROGRESS,MEDIUM,44.72,85862845-f134-4f51-9c91-a49d18332f2b,ca726ccb-1c42-4366-84c9-942186989d4b,1000,2007,113,"414b9579-c514-4f46-8326-607741c646d9,514f9ffd-5eb5-4854-a697-f012e944ad53,18d5aa19-ec01-4846-b938-81347ad54e9e","api,ci/cd",
